"id";"photo";"web_name";"team_code";"status";"code";"first_name";"second_name";"squad_number";"news";"now_cost";"chance_of_playing_this_round";"chance_of_playing_next_round";"value_form";"value_season";"cost_change_start";"cost_change_event";"cost_change_start_fall";"cost_change_event_fall";"in_dreamteam";"dreamteam_count";"selected_by_percent";"form";"transfers_out";"transfers_in";"transfers_out_event";"transfers_in_event";"loans_in";"loans_out";"loaned_in";"loaned_out";"total_points";"event_points";"points_per_game";"ep_this";"ep_next";"special";"minutes";"goals_scored";"assists";"clean_sheets";"goals_conceded";"penalties_saved";"penalties_missed";"yellow_cards";"red_cards";"saves";"bonus";"own_goals";"element_type";"team";"dato";"navn";"posisjon";"team_navn";"team_1";"team_2";"team_now";"solution_full";"solution_incremental";"team_3"
64;"89368.jpg";"Gytkjær";3376;"a";89368;"Frederik";"Gytkjær";9;"";76;NA;NA;"0.9";"2.6";1;0;-1;0;FALSE;0;18,3;"6.7";449;4060;109;665;0;0;0;0;20;2;"6.7";"7.0";"7.0";FALSE;248;3;0;1;5;0;0;1;0;0;3;0;4;3;2017-04-10;"Frederik Gytkjær";"Angrep";"FKH";0;0;0;0;0;0
65;"224084.jpg";"Shuaibu";3376;"a";224084;"Ibrahim";"Shuaibu";17;"";51;NA;NA;"1.7";"5.1";1;0;-1;0;TRUE;1;10,2;"8.7";166;4954;58;997;0;0;0;0;26;6;"8.7";"9.0";"9.0";FALSE;270;3;2;1;6;0;0;0;0;0;2;0;4;3;2017-04-10;"Ibrahim Shuaibu";"Angrep";"FKH";0;1;1;1;1;1
66;"224097.jpg";"Krygard";3376;"u";224097;"Kevin Martin";"Krygard";NA;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,5;"0.0";125;4;14;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2017-04-10;"Kevin Martin Krygard";"Angrep";"FKH";0;0;0;0;0;0
67;"247409.jpg";"Buduson";3376;"a";247409;"Johnny";"Buduson";20;"";49;NA;NA;"0.2";"0.6";-1;-1;1;1;FALSE;0;0,3;"1.0";62;19;12;1;0;0;0;0;3;1;"1.0";"1.0";"1.0";FALSE;32;0;0;0;1;0;0;0;0;0;0;0;4;3;2017-04-10;"Johnny Buduson";"Angrep";"FKH";0;0;0;0;0;0
68;"247408.jpg";"Leite";3376;"i";247408;"Bruno";"Leite";16;"Strekk";59;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,5;"0.0";183;4;23;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2017-04-10;"Bruno Leite";"Midtbane";"FKH";0;0;0;0;0;0
69;"113563.jpg";"McDermott";3835;"a";113563;"Sean";"McDermott";1;"";40;NA;NA;"0.8";"2.5";0;0;0;0;FALSE;0;14,7;"3.3";367;691;116;65;0;0;0;0;10;7;"3.3";"3.0";"3.0";FALSE;270;0;0;1;3;0;0;0;0;4;0;0;1;4;2017-04-10;"Sean McDermott";"Keeper";"KBK";0;0;0;0;0;0
70;"81858.jpg";"Månsson";3835;"d";81858;"Conny";"Månsson";23;"Kneskade";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,6;"0.0";89;0;10;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2017-04-10;"Conny Månsson";"Keeper";"KBK";0;0;0;0;0;0
71;"91120.jpg";"Aasbak";3835;"a";91120;"Christofer";"Aasbak";3;"";44;NA;NA;"0.1";"0.2";-1;-1;1;1;FALSE;0;1,4;"0.3";231;12;25;0;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;45;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-10;"Christofer Aasbak";"Forsvar";"KBK";0;0;0;0;0;0
72;"95512.jpg";"Dan Ulvestad";3835;"a";95512;"Dan Peter";"Ulvestad";5;"";50;NA;NA;"0.2";"0.6";0;0;0;0;FALSE;0;2;"1.0";165;16;23;0;0;0;0;0;3;0;"1.5";"1.0";"1.0";FALSE;95;0;0;0;1;0;0;0;0;0;0;0;2;4;2017-04-10;"Dan Peter Ulvestad";"Forsvar";"KBK";0;0;0;0;0;0
73;"156434.jpg";"Coly";3835;"a";156434;"Aliou";"Coly";99;"";45;NA;NA;"0.6";"1.8";0;0;0;0;FALSE;0;3,6;"2.7";322;72;60;4;0;0;0;0;8;5;"2.7";"3.0";"3.0";FALSE;270;0;0;1;3;0;0;1;0;0;0;0;2;4;2017-04-10;"Aliou Coly";"Forsvar";"KBK";0;0;0;0;0;0
74;"245729.jpg";"Sivertsen";3835;"i";245729;"Erlend";"Sivertsen";15;"Akillesskade - August";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;0,1;"0.0";37;0;5;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-10;"Erlend Sivertsen";"Forsvar";"KBK";NA;0;0;0;0;0
75;"159994.jpg";"Gjesdal";3835;"a";159994;"Henrik ";"Gjesdal";25;"";45;NA;NA;"0.7";"2.0";0;0;0;0;FALSE;0;0,6;"3.0";40;9;7;0;0;0;0;0;9;6;"3.0";"3.0";"3.0";FALSE;270;0;0;1;3;0;0;0;0;0;0;0;2;4;2017-04-10;"Henrik  Gjesdal";"Forsvar";"KBK";0;0;0;0;0;0
76;"245731.jpg";"Bjerkås";3835;"a";245731;"Joakim";"Bjerkås";2;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;2,1;"0.0";196;11;29;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-10;"Joakim Bjerkås";"Forsvar";"KBK";0;0;0;0;0;0
77;"245735.jpg";"Nerland";3835;"u";245735;"Olav";"Mahle Nerland";49;"Utilgjengelig";40;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,8;"0.0";155;1;12;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;4;2017-04-10;"Olav Mahle Nerland";"Forsvar";"KBK";0;0;0;0;0;0
78;"245733.jpg";"Hopmark";3835;"a";245733;"Andreas";"Hopmark";19;"";45;NA;NA;"0.7";"2.0";0;0;0;0;FALSE;0;0,4;"3.0";19;8;1;1;0;0;0;0;9;6;"3.0";"3.0";"3.0";FALSE;270;0;0;1;3;0;0;0;0;0;0;0;2;4;2017-04-10;"Andreas Hopmark";"Forsvar";"KBK";0;0;0;0;0;0
79;"63900.jpg";"Torske";3835;"a";63900;"Tor Erik";"Torske";6;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,7;"0.0";145;1;13;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-10;"Tor Erik Torske";"Midtbane";"KBK";0;0;0;0;0;0
80;"66338.jpg";"Kalludra";3835;"a";66338;"Liridon";"Kalludra";9;"";59;NA;NA;"0.3";"0.8";-1;0;1;0;FALSE;0;1;"1.7";203;4;30;0;0;0;0;0;5;3;"1.7";"2.0";"2.0";FALSE;143;0;0;1;1;0;0;0;0;0;0;0;3;4;2017-04-10;"Liridon Kalludra";"Midtbane";"KBK";0;0;0;0;0;0
81;"92072.jpg";"Qaka";3835;"a";92072;"Kamer";"Qaka";92;"";60;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;5,2;"2.0";580;206;88;4;0;0;0;0;6;3;"2.0";"2.0";"2.0";FALSE;233;0;0;1;2;0;0;0;0;0;0;0;3;4;2017-04-10;"Kamer Qaka";"Midtbane";"KBK";0;0;0;0;0;0
82;"95511.jpg";"Økland";3835;"a";95511;"Sverre";"Økland";10;"";55;NA;NA;"0.7";"2.2";0;0;0;0;FALSE;0;0,8;"4.0";85;20;22;1;0;0;0;0;12;8;"4.0";"4.0";"4.0";FALSE;270;1;0;1;3;0;0;0;0;0;0;0;3;4;2017-04-10;"Sverre Økland";"Midtbane";"KBK";0;0;0;0;0;0
83;"95569.jpg";"Ulvestad";3835;"i";95569;"Pål Erik";"Ulvestad";8;"Overtråkk - 2 uker";50;NA;NA;"0.2";"0.6";0;0;0;0;FALSE;0;0,8;"1.0";211;7;24;0;0;0;0;0;3;1;"1.5";"1.0";"1.0";FALSE;96;0;0;0;2;0;0;0;0;0;0;0;3;4;2017-04-10;"Pål Erik Ulvestad";"Midtbane";"KBK";0;0;0;0;0;0
84;"245730.jpg";"Sørli";3835;"a";245730;"Sondre";"Sørli";24;"";45;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;2,9;"1.3";188;393;68;20;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;208;0;0;0;3;0;0;1;0;0;0;0;3;4;2017-04-10;"Sondre Sørli";"Midtbane";"KBK";0;0;0;0;0;0
85;"245732.jpg";"Rodsand";3835;"u";245732;"Andreas";"Rodsand";21;"Utlån til 1. aug";50;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";26;0;6;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-10;"Andreas Rodsand";"Midtbane";"KBK";0;0;0;0;0;0
86;"245734.jpg";"Koksvik";3835;"u";245734;"Sigur";"Koksvik";34;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";63;2;11;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-10;"Sigur Koksvik";"Midtbane";"KBK";0;0;0;0;0;0
87;"245738.jpg";"Isaksen";3835;"a";245738;"Jesper";"Isaksen";18;"";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";42;11;4;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2017-04-10;"Jesper Isaksen";"Midtbane";"KBK";0;0;0;0;0;0
88;"41319.jpg";"Lekaj";3835;"a";41319;"Rocky";"Lekaj";7;"";59;NA;NA;"0.1";"0.2";-1;0;1;0;FALSE;0;1,3;"0.3";422;15;36;2;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;5;0;0;0;0;0;0;0;0;0;0;0;4;4;2017-04-10;"Rocky Lekaj";"Angrep";"KBK";0;0;0;0;0;0
89;"206554.jpg";"Mendy";3835;"a";206554;"Jean Alassane";"Mendy";39;"";54;NA;NA;"0.2";"0.6";-1;0;1;0;FALSE;0;1,3;"1.0";420;24;59;1;0;0;0;0;3;2;"1.5";"1.0";"1.0";FALSE;80;0;0;1;0;0;0;0;0;0;0;0;4;4;2017-04-10;"Jean Alassane Mendy";"Angrep";"KBK";0;0;0;0;0;0
90;"245736.jpg";"Bamba";3835;"i";245736;"Daouda";"Bamba";11;"Legg";63;NA;NA;"0.1";"0.3";-2;0;2;0;FALSE;0;2,4;"0.7";2325;35;124;0;0;0;0;0;2;0;"2.0";"1.0";"1.0";FALSE;85;0;0;0;1;0;0;0;0;0;0;0;4;4;2017-04-10;"Daouda Bamba";"Angrep";"KBK";0;0;0;0;0;0
91;"245737.jpg";"Rønningen";3835;"a";245737;"Jonas";"Rønningen";16;"";55;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;0,2;"1.7";27;9;4;2;0;0;0;0;5;2;"1.7";"2.0";"2.0";FALSE;195;0;0;1;2;0;0;0;0;0;0;0;4;4;2017-04-10;"Jonas Rønningen";"Angrep";"KBK";0;0;0;0;0;0
92;"245739.jpg";"Bruseth";3835;"u";245739;"Adne";"Bruseth";48;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,6;"0.0";174;3;16;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2017-04-10;"Adne Bruseth";"Angrep";"KBK";0;0;0;0;0;0
93;"98733.jpg";"Stokke";3835;"a";98733;"Benjamin";"Stokke";20;"";50;NA;NA;"0.6";"1.8";0;0;0;0;FALSE;0;0,8;"3.0";103;106;14;16;0;0;0;0;9;5;"3.0";"3.0";"3.0";FALSE;252;0;1;1;3;0;0;0;0;0;0;0;4;4;2017-04-10;"Benjamin Stokke";"Angrep";"KBK";0;0;0;0;0;0
94;"95016.jpg";"Baranov";3835;"a";95016;"Nikita";"Baranov";27;"";50;NA;NA;"0.5";"1.4";0;0;0;0;FALSE;0;0,5;"2.3";59;2;4;0;0;0;0;0;7;6;"3.5";"2.0";"2.0";FALSE;180;0;0;1;2;0;0;0;0;0;0;0;2;4;2017-04-10;"Nikita Baranov";"Forsvar";"KBK";0;0;0;0;0;0
95;"34727.jpg";"Otieno Origi";305;"a";34727;"Arnold";"Otieno Origi";77;"";44;NA;NA;"0.0";"0.0";-1;-1;1;1;FALSE;0;13,1;"0.0";2503;37;267;7;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2017-04-10;"Arnold Otieno Origi";"Keeper";"LSK";0;0;0;0;0;0
96;"208534.jpg";"Ødegaard";305;"a";208534;"Emil";"Ødegaard";29;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;1,6;"0.0";77;24;13;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2017-04-10;"Emil Ødegaard";"Keeper";"LSK";0;0;0;0;0;0
97;"3629.jpg";"Kippe";305;"a";3629;"Frode";"Kippe";13;"";49;NA;NA;"0.2";"0.6";-1;0;1;0;FALSE;0;8,5;"1.0";1707;51;199;6;0;0;0;0;3;1;"1.0";"1.0";"1.0";FALSE;24;0;0;0;1;0;0;0;0;0;0;0;2;5;2017-04-10;"Frode Kippe";"Forsvar";"LSK";0;0;0;0;0;0
98;"98090.jpg";"Amundsen";305;"a";98090;"Marius";"Amundsen";4;"";45;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;5,8;"1.3";495;84;112;2;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;270;0;0;0;5;0;0;0;0;0;0;0;2;5;2017-04-10;"Marius Amundsen";"Forsvar";"LSK";0;0;0;0;0;0
99;"179305.jpg";"Kind Mikalsen";305;"a";179305;"Simen";"Kind Mikalsen";3;"";50;NA;NA;"0.3";"0.8";0;0;0;0;FALSE;0;3,6;"1.3";435;60;67;5;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;270;0;0;0;5;0;0;0;0;0;0;0;2;5;2017-04-10;"Simen Kind Mikalsen";"Forsvar";"LSK";0;0;0;0;0;0
100;"225993.jpg";"Sinyan";305;"a";225993;"Sheriff";"Sinyan";19;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,4;"0.0";111;2;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;5;2017-04-10;"Sheriff Sinyan";"Forsvar";"LSK";0;0;0;0;0;0
101;"247410.jpg";"Melgalvis";305;"a";247410;"Aleksander";"Melgalvis";33;"";45;NA;NA;"0.5";"1.6";0;0;0;0;FALSE;0;4,8;"2.3";247;1127;90;39;0;0;0;0;7;1;"2.3";"2.0";"2.0";FALSE;270;0;1;0;5;0;0;0;0;0;0;0;2;5;2017-04-10;"Aleksander Melgalvis";"Forsvar";"LSK";0;0;0;0;0;0
102;"202256.jpg";"Haakenstad";305;"a";202256;"Mats";"Haakenstad";2;"";45;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;1,9;"1.3";228;41;50;2;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;270;0;0;0;5;0;0;0;0;0;0;0;2;5;2017-04-10;"Mats Haakenstad";"Forsvar";"LSK";0;0;0;0;0;0
103;"61930.jpg";"Knudtzon";305;"a";61930;"Erling";"Knudtzon";11;"";80;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;5,7;"2.3";812;95;139;5;0;0;0;0;7;1;"2.3";"2.0";"2.0";FALSE;256;0;0;0;4;0;0;1;0;0;2;0;3;5;2017-04-10;"Erling Knudtzon";"Midtbane";"LSK";0;0;0;0;0;0
104;"192267.jpg";"Kolstad";305;"u";192267;"Jørgen";"Kolstad";17;"Utlån";50;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,1;"0.0";61;0;2;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-10;"Jørgen Kolstad";"Midtbane";"LSK";NA;0;0;0;0;0
105;"193844.jpg";"Innocent";305;"a";193844;"Bonke";"Innocent";18;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;1,5;"0.0";515;15;47;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-10;"Bonke Innocent";"Midtbane";"LSK";0;0;0;0;0;0
106;"208025.jpg";"Krogstad";305;"a";208025;"Fredrik";"Krogstad";14;"";59;NA;NA;"0.3";"1.0";-1;-1;1;1;FALSE;0;1,4;"2.0";286;37;53;4;0;0;0;0;6;2;"2.0";"2.0";"2.0";FALSE;257;0;0;0;4;0;0;0;0;0;0;0;3;5;2017-04-10;"Fredrik Krogstad";"Midtbane";"LSK";0;0;0;0;0;0
107;"210142.jpg";"Ifeanyi Matthew";305;"a";210142;"Ifeanyi";"Matthew";6;"";61;NA;NA;"1.1";"3.3";1;0;-1;0;TRUE;1;15,8;"6.7";214;6734;89;952;0;0;0;0;20;4;"6.7";"7.0";"7.0";FALSE;270;1;1;0;5;0;0;0;0;0;6;0;3;5;2017-04-10;"Ifeanyi Matthew";"Midtbane";"LSK";0;0;0;1;0;0
108;"219232.jpg";"Olsen";305;"a";219232;"Petter Mathias";"Olsen";21;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,3;"0.0";61;5;7;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-10;"Petter Mathias Olsen";"Midtbane";"LSK";0;0;0;0;0;0
109;"224088.jpg";"Brenden";305;"a";224088;"Erik Næsbak";"Brenden";15;"";49;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,1;"0.0";21;0;2;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2017-04-10;"Erik Næsbak Brenden";"Midtbane";"LSK";0;0;0;0;0;0
110;"95532.jpg";"Rafn";305;"a";95532;"Simen";"Rafn";5;"";55;NA;NA;"0.3";"0.9";0;0;0;0;FALSE;0;0,5;"1.7";51;26;8;1;0;0;0;0;5;1;"1.7";"2.0";"2.0";FALSE;201;0;0;0;4;0;0;0;0;0;0;0;3;5;2017-04-10;"Simen Rafn";"Midtbane";"LSK";0;0;0;0;0;0
111;"63729.jpg";"Ajeti";305;"a";63729;"Bajram ";"Ajeti";9;"";63;NA;NA;"0.0";"0.2";-2;0;2;0;FALSE;0;3,3;"0.3";1993;13;183;0;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;45;0;0;0;1;0;0;0;0;0;0;0;4;5;2017-04-10;"Bajram  Ajeti";"Angrep";"LSK";0;0;0;0;0;0
112;"101815.jpg";"Malec";305;"a";101815;"Tomas";"Malec";7;"";64;NA;NA;"0.3";"0.9";-1;0;1;0;FALSE;0;4,5;"2.0";1536;155;218;8;0;0;0;0;6;2;"2.0";"2.0";"2.0";FALSE;270;0;0;0;5;0;0;0;0;0;0;0;4;5;2017-04-10;"Tomas Malec";"Angrep";"LSK";0;0;0;0;0;0
113;"15724.jpg";"Grahn";305;"u";15724;"Tobias ";"Grahn";16;"Utilgjengelig";45;0;0;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";124;0;11;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2017-04-10;"Tobias  Grahn";"Angrep";"LSK";0;0;0;0;0;0
114;"111558.jpg";"Antonijevic";305;"a";111558;"Stefan";"Antonijevic";22;"";45;NA;NA;"0.2";"0.4";0;0;0;0;FALSE;0;0,2;"0.7";35;1;3;0;0;0;0;0;2;1;"1.0";"1.0";"1.0";FALSE;5;0;0;0;1;0;0;0;0;0;0;0;2;5;2017-04-10;"Stefan Antonijevic";"Forsvar";"LSK";0;0;0;0;0;0
115;"28113.jpg";"Fernandes";305;"a";28113;"Daniel";"Fernandes";1;"";40;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;17,4;"1.3";324;1271;174;90;0;0;0;0;4;1;"1.3";"1.0";"1.0";FALSE;270;0;0;0;5;0;0;0;0;3;0;0;1;5;2017-04-10;"Daniel Fernandes";"Keeper";"LSK";0;0;0;0;0;0
116;"111778.jpg";"Linde";203;"a";111778;"Andreas";"Linde";1;"";55;NA;NA;"0.7";"2.0";0;0;0;0;FALSE;0;9;"3.7";340;510;53;135;0;0;0;0;11;3;"3.7";"4.0";"4.0";FALSE;270;0;0;1;3;0;0;1;0;10;0;0;1;6;2017-04-10;"Andreas Linde";"Keeper";"MOL";0;0;0;0;0;0
117;"215367.jpg";"Neydson";203;"a";215367;"Neydson";"da Silva";34;"";50;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,2;"0.0";35;2;4;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;1;6;2017-04-10;"Neydson da Silva";"Keeper";"MOL";0;0;0;0;0;0
118;"39707.jpg";"Rindarøy";203;"a";39707;"Knut Olav";"Rindarøy";23;"";55;NA;NA;"0.5";"1.6";0;0;0;0;FALSE;0;12,5;"3.0";724;724;209;18;0;0;0;0;9;1;"3.0";"3.0";"3.0";FALSE;163;0;0;1;1;0;0;0;0;0;0;0;2;6;2017-04-10;"Knut Olav Rindarøy";"Forsvar";"MOL";0;0;0;0;0;0
119;"40646.jpg";"Toivio";203;"a";40646;"Joona";"Toivio";5;"";59;NA;NA;"0.1";"0.2";-1;0;1;0;FALSE;0;8;"0.3";2808;22;131;2;0;0;0;0;1;1;"1.0";"0.0";"0.0";FALSE;90;0;0;0;2;0;0;0;0;0;0;0;2;6;2017-04-10;"Joona Toivio";"Forsvar";"MOL";0;0;0;0;0;0
120;"61983.jpg";"Gabrielsen";203;"a";61983;"Ruben";"Gabrielsen";4;"";60;NA;NA;"0.5";"1.5";0;0;0;0;FALSE;0;15,3;"3.0";697;575;110;55;0;0;0;0;9;1;"3.0";"3.0";"3.0";FALSE;261;0;0;1;3;0;0;0;0;0;0;0;2;6;2017-04-10;"Ruben Gabrielsen";"Forsvar";"MOL";0;0;0;0;0;0
121;"114566.jpg";"Remmer";203;"a";114566;"Christoffer";"Remmer";22;"";55;NA;NA;"0.4";"1.3";0;0;0;0;FALSE;0;1,7;"2.3";130;71;32;3;0;0;0;0;7;0;"2.3";"2.0";"2.0";FALSE;225;0;0;1;3;0;0;1;0;0;0;0;2;6;2017-04-10;"Christoffer Remmer";"Forsvar";"MOL";0;0;0;0;0;0
122;"139511.jpg";"Rindarøy";203;"a";139511;"Ole Martin";"Rindarøy";3;"";49;NA;NA;"0.1";"0.2";-1;0;1;0;FALSE;0;2,7;"0.3";612;36;56;1;0;0;0;0;1;0;"1.0";"0.0";"0.0";FALSE;26;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-10;"Ole Martin Rindarøy";"Forsvar";"MOL";0;0;0;0;0;0
123;"141947.jpg";"Ssewankambo";203;"a";141947;"Isak";"Ssewankambo";2;"";54;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;0,9;"0.0";221;5;17;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-10;"Isak Ssewankambo";"Forsvar";"MOL";0;0;0;0;0;0
124;"165824.jpg";"Sonni Nattestad";203;"i";165824;"Sonni Ragnar";"Nattestad";15;"Akilles";55;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,4;"0.0";126;2;14;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-10;"Sonni Ragnar Nattestad";"Forsvar";"MOL";0;0;0;0;0;0
125;"215661.jpg";"Ove Roseth";203;"i";215661;"Martin";"Ove Roseth";27;"Kne";45;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;0,3;"0.0";63;4;9;0;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-10;"Martin Ove Roseth";"Forsvar";"MOL";0;0;0;0;0;0
126;"223357.jpg";"Strande";203;"a";223357;"Kristian";"Strande";29;"";40;NA;NA;"0.0";"0.0";0;0;0;0;FALSE;0;2;"0.0";235;35;31;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2017-04-10;"Kristian Strande";"Forsvar";"MOL";0;0;0;0;0;0
127;"166372.jpg";"Gregersen";203;"a";166372;"Stian";"Gregersen";6;"";51;NA;NA;"1.2";"3.5";1;0;-1;0;FALSE;0;10,2;"6.0";177;3826;28;1269;0;0;0;0;18;3;"6.0";"6.0";"6.0";FALSE;270;1;1;1;3;0;0;1;0;0;1;0;2;6;2017-04-10;"Stian Gregersen";"Forsvar";"MOL";0;0;0;1;0;0
128;"61849.jpg";"Mostrøm";203;"i";61849;"Mattias";"Mostrøm";9;"Ankel";64;NA;NA;"0.0";"0.0";-1;0;1;0;FALSE;0;2,7;"0.0";1970;19;155;1;0;0;0;0;0;0;"0.0";"0.0";"0.0";FALSE;0;0;0;0;0;0;0;0;0;0;0;0;3;6;2017-04-10;"Mattias Mostrøm";"Midtbane";"MOL";0;0;0;0;0;0
129;"115935.jpg";"Sarr";203;"a";115935;"Babacar";"Sarr";8;"";50;NA;NA;"0.3";"1.0";0;0;0;0;FALSE;0;4,5;"1.7";453;462;104;31;0;0;0;0;5;1;"1.7";"2.0";"2.0";FALSE;270;0;0;1;3;0;0;2;0;0;0;0;3;6;2017-04-10;"Babacar Sarr";"Midtbane";"MOL";0;0;0;0;0;0
130;"134103.jpg";"Aursnes";203;"a";134103;"Fredrik";"Aursnes";17;"";79;NA;NA;"0.2";"0.5";-1;0;1;0;FALSE;0;1,4;"1.3";347;13;32;4;0;0;0;0;4;2;"1.3";"1.0";"1.0";FALSE;127;0;0;0;2;0;0;0;0;0;0;0;3;6;2017-04-10;"Fredrik Aursnes";"Midtbane";"MOL";0;0;0;0;0;0
131;"134330.jpg";"Hestad";203;"a";134330;"Eirik";"Hestad";19;"";75;NA;NA;"0.3";"0.8";0;0;0;0;FALSE;0;3,3;"2.0";419;175;51;12;0;0;0;0;6;3;"3.0";"2.0";"2.0";FALSE;168;0;0;1;2;0;0;0;0;0;1;0;3;6;2017-04-10;"Eirik Hestad";"Midtbane";"MOL";0;0;0;0;0;0
132;"161268.jpg";"Svendsen";203;"a";161268;"Sander";"Svendsen";11;"";85;NA;NA;"0.4";"1.3";0;0;0;0;FALSE;0;13,4;"3.7";1244;759;211;240;0;0;0;0;11;2;"3.7";"4.0";"4.0";FALSE;216;1;0;0;3;0;0;0;0;0;1;0;3;6;2017-04-10;"Sander Svendsen";"Midtbane";"MOL";1;1;1;0;1;1
